,CAR_mean,CAR_sigma,CAR_tau,Eta_e,LinearTrend,MaxSlope,PeriodLS,Period_fit,Psi_CS,Psi_eta,SlottedA_length,StetsonK,StetsonK_AC,StructureFunction_index_21,StructureFunction_index_31,StructureFunction_index_32,object_id,type
0,28.3353151022569,0.0,0.6351562499999988,0.16775760871350723,-0.0004850200924246737,1.9440931302052529,0.005199521462966776,0.0,0.261643393781108,0.21727169195242893,1.0,0.8733747801951304,0.8704018827489919,1.9081489171102344,2.7581268172668025,1.4505943929896747,149305858_sector01_4_1_cleaned,DCEPS
1,28.404960368751865,0.0,0.6351562499999988,0.06901242953771483,0.00038651559104352655,1.5459232845098905,0.020944700732130738,0.0,0.2190733792286292,0.09358406963116896,1.0,0.8731986811991339,0.8610205328202576,1.9808912040726634,2.943320106699026,1.489035460009071,349966092_sector01_4_3_cleaned,DCEPS
2,28.75262753377058,0.0,0.6351562499999988,0.020728038400661335,-0.0005511900452655996,1.7376156514925283,0.02094153875179242,0.0,0.22056967525771803,0.04563197026833577,1.0,0.8845928089192228,0.8319278835892909,1.96712218891275,2.8972251470626578,1.4750170132045004,299777408_sector01_2_1_cleaned,DCEPS
3,27.28550744345755,0.0,0.6351562499999988,0.020083119616992547,-0.00023343485630934578,1.259637625281171,0.02069478260869566,0.0,0.22265360978155718,0.03372063491914199,1.0,0.8868063613082476,0.8938322520521587,1.8488836871711503,2.613325244846134,1.4218186482379547,266968681_sector01_3_2_cleaned,DCEPS
4,27.079125339497494,0.0,0.6351562499999988,0.17666768460976387,4.16016825407724e-05,0.7024528121090545,0.0023173389783801377,0.0,0.1489466989783748,0.9655868489873592,1.0,0.8038682058292634,0.7831587350748941,1.8364296898741694,2.599557425142655,1.4670219759107266,257720763_sector01_4_4_cleaned,DCEPS
5,28.643856289624367,0.0,0.6351562499999988,0.08480413335679349,-0.0001426900182361112,2.253281594347187,0.006961916787099711,0.0,0.21243348878457735,0.10406719884370705,1.0,0.8550919204008102,0.8993969053237516,1.8521536597015626,2.6428709418738734,1.431182663933465,278831448_sector01_1_2_cleaned,DCEPS
6,22.389481995886037,0.0,0.6484374999999986,0.042644625918167534,-1.7525269026040136e-05,0.15315703746251919,0.000718384232264021,0.0,0.040961653118102404,1.7392917650542936,1.0,0.8863935173765638,0.8612727315901832,1.8176126250798583,2.4995778326960605,1.3872439919023876,308452159_sector01_4_3_cleaned,ACV
7,18.05761143706937,0.0,0.6351562499999988,0.1099877525857583,-4.5758561579446775e-05,0.2333524959299258,0.004125296802295333,0.0,0.2001036260092702,0.5741966194581148,1.0,0.8486969006228517,0.9009723698575112,1.901114399928179,2.7193366162361885,1.4585202586755253,349409844_sector01_4_3_cleaned,ACV
8,21.669726045839187,0.0,0.6310546874999987,0.019876873967879384,0.00017134786939840724,0.5355945195025814,0.005222280896550429,0.0,0.203793092469548,0.0829948589616284,1.0,0.7831578993242923,0.8257091608059021,1.8064848796820925,2.4746994697119145,1.4031476536141267,358467700_sector01_4_3_cleaned,ACV
9,3.3879191117057514,0.01754042590661615,3.466656587330903,0.006983825371409113,0.00017791144844782426,0.3336686787382822,1.7902989032258152,0.0,0.2593586180594214,0.019936241746653795,1.0,0.9039612032984451,0.9103923300365496,1.7591614072408057,2.371896418876893,1.3731951588321953,327597288_sector01_2_1_cleaned,ACV
10,22.930479141291492,0.0,0.6023437499999986,0.0038036109829214307,2.538738262477216e-06,0.10794140323877324,0.0052049601425489915,0.0,0.3256766718030775,0.046862076982855404,2.0,0.8222722723711107,0.8498193473507506,1.8967688097482598,2.736977505544575,1.4506624379432451,270304671_sector01_1_3_cleaned,ACV
11,21.367684964301034,0.0,0.6187499999999987,0.01724784176597947,-6.879030715237032e-05,0.2532815943299969,0.002981363172427132,0.0,0.20219889707182126,0.21860566576768592,1.0,0.8302931678855,0.8680689866002872,1.9034028173518605,2.760750662266372,1.4623315538914772,41259805_sector01_4_2_cleaned,ACV
12,20.858538027375403,0.0,0.6348510742187488,0.07302046037195857,-6.716121813456064e-05,0.45309954968292004,0.8909327331189729,0.0,0.21482317550492208,0.03356568383539981,1.0,0.8420847280842215,0.7959052706641394,1.9011580255538674,2.670109800819059,1.4185016906008223,382512330_sector01_4_3_cleaned,ACV
13,2.455754360892322,0.007506474185060258,5.080848649636831,0.004980535237756783,0.00019539707540060748,0.21035738239137564,0.02073188942846471,0.0,0.22305217220905296,0.06073412757554716,1.0,0.8941860330652796,0.907631831708204,1.895092374116093,2.7340551897661194,1.4453809505531554,306893839_sector01_4_3_cleaned,ACV
14,23.887095075974322,0.0,0.6023437499999986,0.019826079527546416,3.340986142207495e-05,0.1866436715547724,0.010346983842680738,0.0,0.24121847787118506,0.08038687729158686,1.0,0.8884370546436274,0.7884302622755982,1.8540076476453384,2.6155825558225057,1.4156439131016954,364424408_sector01_4_2_cleaned,ACV
